Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Price
Air Asia,13/04/2023,Chennai,Cochin,19:29,12h 39m,2 stops,8583
GoAir,16/03/2023,Bangalore,Delhi,03:56,15h 48m,3 stops,11137
IndiGo,06/04/2023,Mumbai,Hyderabad,18:32,3h 9m,3 stops,7426
Air Asia,19/01/2023,Delhi,Bangalore,06:05,20h 24m,2 stops,10807
SpiceJet,08/02/2023,Bangalore,New Delhi,00:08,7h 26m,1 stop,5605
Jet Airways,14/03/2023,Chennai,Delhi,08:58,7h 0m,non-stop,6084
IndiGo,03/03/2023,Delhi,Hyderabad,02:14,15h 58m,1 stop,8644
Air Asia,27/03/2023,Bangalore,New Delhi,14:51,11h 39m,2 stops,9492
Air Asia,12/02/2023,Delhi,Hyderabad,20:42,11h 33m,1 stop,7617
Multiple carriers,29/01/2023,Mumbai,Bangalore,00:27,16h 17m,2 stops,10924
Multiple carriers,21/02/2023,Chennai,Hyderabad,01:37,10h 51m,2 stops,7718
Jet Airways,19/04/2023,Mumbai,Bangalore,07:56,8h 29m,1 stop,9396
Air India,16/02/2023,Mumbai,Delhi,13:47,13h 26m,2 stops,9862
Air India,21/03/2023,Kolkata,Bangalore,15:59,22h 4m,2 stops,13396
IndiGo,15/04/2023,Chennai,Kolkata,13:09,14h 30m,non-stop,5683
GoAir,31/01/2023,Bangalore,Cochin,15:56,16h 59m,3 stops,11705
SpiceJet,19/04/2023,Chennai,Kolkata,07:18,8h 39m,1 stop,5688
Jet Airways,17/03/2023,Mumbai,Cochin,12:54,3h 6m,non-stop,4918
IndiGo,24/02/2023,Kolkata,Delhi,15:57,3h 59m,1 stop,3855
IndiGo,05/01/2023,Chennai,Bangalore,04:18,12h 43m,2 stops,8864
Air India,12/02/2023,Bangalore,Cochin,03:02,19h 5m,non-stop,9008
IndiGo,25/04/2023,Kolkata,Bangalore,12:52,16h 6m,2 stops,9715
Multiple carriers,10/01/2023,Mumbai,Delhi,19:18,5h 4m,3 stops,8991
Multiple carriers,10/04/2023,Kolkata,Hyderabad,22:32,4h 31m,1 stop,5911
Multiple carriers,20/04/2023,Bangalore,Kolkata,10:42,6h 44m,3 stops,9659
Air Asia,07/02/2023,Delhi,Cochin,20:45,13h 26m,1 stop,8376
Multiple carriers,31/01/2023,Delhi,Bangalore,14:09,23h 9m,non-stop,7912
IndiGo,19/01/2023,Mumbai,New Delhi,03:28,5h 9m,non-stop,3328
GoAir,02/04/2023,Delhi,Bangalore,15:27,14h 7m,2 stops,10419
